회사명,종합등급,환경,사회,지배구조,연도
경동인베스트,B+,B+,A,B+,2021
경동인베스트,C,C,B+,C,2022
경동인베스트,B+,B+,A,B+,2023
경동인베스트,C,C,B+,C,2024
경방,C,C,B,B,2020
경방,C,C,C,B+,2021
경방,D,C,D,D,2022
경방,C,C,C,B+,2023
경방,C,C,D,C,2024
경보제약,B,B,B,B,2020
경보제약,B+,B+,A,B+,2021
경보제약,B+,B,A,B+,2022
경보제약,B+,B+,A,B+,2023
경보제약,B+,B+,A,B+,2024
경인양행,B,B,C,B,2020
경인양행,C,C,B,B,2021
경인양행,C,B,B+,D,2022
경인양행,C,C,B,B,2023
경인양행,C,B+,B+,D,2024
경인전자,C,D,C,B,2020
경인전자,C,D,C,B,2021
경인전자,D,D,D,D,2022
경인전자,C,D,C,B,2023
경인전자,D,D,D,C,2024
계룡건설산업,B,B,B,B+,2020
계룡건설산업,C,D,D,B+,2021
계룡건설산업,C,B,B,C,2022
계룡건설산업,C,D,D,B+,2023
계룡건설산업,B+,B+,B+,B,2024
계양전기,B,B,B+,B,2020
계양전기,B,B,B+,B,2021
계양전기,C,C,B,D,2022
계양전기,B,B,B+,B,2023
계양전기,C,C,C,C,2024
고려산업,C,C,C,C,2020
고려산업,C,C,D,B,2021
고려산업,D,D,D,D,2022
고려산업,C,C,D,B,2023
고려산업,D,D,D,C,2024
고려아연,B,B+,C,B+,2020
고려아연,B,B+,C,B+,2021
고려아연,B,B+,A,C,2022
고려아연,B,B+,C,B+,2023
고려아연,B,A,A,C,2024
고려제강,B,B+,B+,C,2020
고려제강,B+,B+,B,B+,2021
고려제강,D,C,C,D,2022
고려제강,B+,B+,B,B+,2023
고려제강,C,C,B,D,2024
광동제약,B,C,B+,B+,2020
광동제약,B,C,B+,B+,2021
광동제약,C,D,B,B,2022
광동제약,B,C,B+,B+,2023
광동제약,C,C,B,C,2024
광명전기,C,C,C,C,2020
광명전기,C,C,D,B,2021
광명전기,D,D,C,D,2022
광명전기,C,C,D,B,2023
광명전기,D,C,C,D,2024
광전자,B,C,B,B+,2020
광전자,B,C,B,B+,2021
광전자,D,D,D,C,2022
광전자,B,C,B,B+,2023
광전자,D,C,D,D,2024
광주신세계,B+,C,A,B+,2020
광주신세계,A,B+,A,A,2021
광주신세계,B+,B+,A,B+,2022
광주신세계,A,B+,A,A,2023
광주신세계,A,A,A+,A,2024
교보증권,B,D,B+,B,2020
교보증권,B,D,B+,B,2021
교보증권,B+,B+,B+,B+,2022
교보증권,B,D,B+,B,2023
교보증권,B+,A,A,B+,2024
교촌에프앤비,C,D,C,B,2022
교촌에프앤비,C,C,C,B,2024
국도화학,B,B,B,B,2020
국도화학,B,B,C,B+,2021
국도화학,D,C,D,D,2022
국도화학,B,B,C,B+,2023
국도화학,D,C,D,D,2024
국동,B,D,C,B+,2020
국동,B,D,B,B+,2021
국동,D,D,C,D,2022
국동,B,D,B,B+,2023
국동,C,D,C,C,2024
국보,C,B,C,C,2020
국보,D,D,D,C,2021
국보,D,D,D,D,2022
국보,D,D,D,C,2023
국보,D,C,D,D,2024
국제약품,C,D,B,C,2020
국제약품,B,D,B,B+,2021
국제약품,C,D,C,B,2022
국제약품,B,D,B,B+,2023
국제약품,C,D,C,B,2024
그린케미칼,B,B,B,B,2020
그린케미칼,B,B,C,B,2021
그린케미칼,D,D,D,D,2022
그린케미칼,B,B,C,B,2023
그린케미칼,C,C,C,B,2024
극동유화,B,B,C,B,2020
극동유화,B,B,C,B,2021
극동유화,D,D,C,D,2022
극동유화,B,B,C,B,2023
극동유화,D,D,D,D,2024
금강공업,C,C,B,B,2020
금강공업,C,C,C,B+,2021
금강공업,C,D,D,B,2022
금강공업,C,C,C,B+,2023
금강공업,C,C,D,B,2024
금비,C,C,B,C,2020
금비,C,C,C,B,2021
금비,D,D,D,D,2022
금비,C,C,C,B,2023
금비,D,C,D,D,2024
금양,D,D,C,C,2020
금양,C,D,C,B+,2021
금양,D,D,D,C,2022
금양,C,D,C,B+,2023
금양,D,D,D,D,2024
금호건설,C,B,B+,C,2020
금호건설,C,C,D,C,2021
금호건설,C,C,B+,D,2022
금호건설,C,C,D,C,2023
금호건설,B,B,B+,B,2024
금호석유화학,A,B+,A,A,2020
금호석유화학,B+,B,A,A,2021
금호석유화학,A,B+,A,A,2022
금호석유화학,B+,B,A,A,2023
금호석유화학,A,A,A+,A,2024
금호에이치티,D,D,C,C,2020
금호에이치티,C,C,C,B,2021
금호에이치티,D,D,D,D,2022
금호에이치티,C,C,C,B,2023
금호에이치티,D,C,C,D,2024
금호전기,B,B,B,B,2020
금호전기,B,C,B,B+,2021
금호전기,D,D,C,D,2022
금호전기,B,C,B,B+,2023
금호전기,D,C,C,D,2024
금호타이어,B,B,C,B+,2020
금호타이어,B+,B+,A,B+,2021
금호타이어,B+,B,A,B,2022
금호타이어,B+,B+,A,B+,2023
금호타이어,A,A,A+,B+,2024
기신정기,C,D,B,B,2020
기신정기,C,D,C,B,2021
기신정기,D,D,D,D,2022
기신정기,C,D,C,B,2023
기신정기,D,D,D,D,2024
기아,A,A,A+,B+,2020
기아,A+,A+,A+,A,2021
기아,B+,A,A,B,2022
기아,A+,A+,A+,A,2023
기아,B,A,A+,C,2024
기업은행,B+,B+,A,B+,2020
기업은행,A,A,A+,A,2021
기업은행,A,A+,A+,B+,2022
기업은행,A,A,A+,A,2023
기업은행,A,A+,A+,A,2024
까뮤이앤씨,C,D,C,B,2020
까뮤이앤씨,C,D,C,B+,2021
까뮤이앤씨,C,D,D,B,2022
까뮤이앤씨,C,D,C,B+,2023
까뮤이앤씨,C,D,D,B,2024
깨끗한나라,B+,B,B+,B+,2020
깨끗한나라,B,B+,B,B,2021
깨끗한나라,C,C,B,C,2022
깨끗한나라,B,B+,B,B,2023
깨끗한나라,B+,B+,B+,B,2024
남광토건,B,B,B,B,2020
남광토건,C,D,C,B,2021
남광토건,C,D,D,B,2022
남광토건,C,D,C,B,2023
남광토건,D,C,D,D,2024
남선알미늄,B,C,B+,B,2020
남선알미늄,C,C,B,B,2021
남선알미늄,D,D,D,C,2022
남선알미늄,C,C,B,B,2023
남선알미늄,D,C,C,D,2024
남성,C,D,B,B,2020
남성,C,D,C,B,2021
남성,D,D,D,D,2022
남성,C,D,C,B,2023
남성,D,D,D,C,2024
남양유업,B,C,B,B+,2020
남양유업,B+,B+,B+,B+,2021
남양유업,C,B,B+,D,2022
남양유업,B+,B+,B+,B+,2023
남양유업,B,B+,A,C,2024
남해화학,B,B,B,B+,2020
남해화학,B,C,B,B+,2021
남해화학,C,C,C,C,2022
남해화학,B,C,B,B+,2023
남해화학,C,C,C,C,2024
넥센,B+,B,B+,B+,2020
넥센,B+,B+,A,B,2021
넥센,B+,B+,A,B,2022
넥센,B+,B+,A,B,2023
넥센,B+,B+,A,B,2024
넥센타이어,B+,B+,B+,B,2020
넥센타이어,B+,B+,A,B+,2021
넥센타이어,B+,B+,A,B,2022
넥센타이어,B+,B+,A,B+,2023
넥센타이어,B+,A,A,B,2024
넷마블,B,D,B+,B+,2020
넷마블,B+,D,B+,A,2021
넷마블,B,C,B+,B,2022
넷마블,B+,D,B+,A,2023
넷마블,B+,B+,A,B+,2024
노루페인트,B,B,B,B,2020
노루페인트,A,A,A+,B+,2021
노루페인트,A,B+,A+,B+,2022
노루페인트,A,A,A+,B+,2023
노루페인트,B+,A,A+,B,2024
노루홀딩스,C,C,B,C,2020
노루홀딩스,A,A,A+,B+,2021
노루홀딩스,A,B+,A+,B+,2022
노루홀딩스,A,A,A+,B+,2023
노루홀딩스,A,A,A+,B+,2024
녹십자,B+,B,A,B,2020
녹십자,B+,B+,B+,B+,2021
녹십자,B+,B,A,B,2022
녹십자,B+,B+,B+,B+,2023
녹십자,B+,B+,A,B,2024
녹십자홀딩스,B,C,B+,B,2020
녹십자홀딩스,B+,B+,B+,B+,2021
녹십자홀딩스,B+,B,A,B+,2022
녹십자홀딩스,B+,B+,B+,B+,2023
녹십자홀딩스,B+,B+,A,B+,2024
농심,B+,B+,A,B,2020
농심,B+,B,A,B,2021
농심,C,B,A,D,2022
농심,B+,B,A,B,2023
농심,B+,A,A,B,2024
농심홀딩스,B+,B,B+,B+,2020
농심홀딩스,B+,B,A,B+,2021
농심홀딩스,C,B,B+,C,2022
농심홀딩스,B+,B,A,B+,2023
농심홀딩스,B+,B+,A,B,2024
다스코,B,C,B,B+,2020
다스코,B,B,C,B+,2021
다스코,D,D,D,C,2022
다스코,B,B,C,B+,2023
다스코,C,C,C,C,2024
다올투자증권,C,D,B,C,2020
다올투자증권,B+,C,A,B+,2021
다올투자증권,B+,B,B,B+,2022
다올투자증권,B+,C,A,B+,2023
다올투자증권,B+,B+,B+,B+,2024
다우기술,B,C,B+,B,2020
다우기술,B+,B,A,B+,2021
다우기술,C,B+,A,C,2022
다우기술,B+,B,A,B+,2023
다우기술,B+,A,A+,B,2024
다이나믹디자인,C,D,C,C,2020
다이나믹디자인,C,C,C,C,2021
다이나믹디자인,D,D,D,C,2022
다이나믹디자인,C,C,C,C,2023
다이나믹디자인,D,D,D,D,2024
대교,B+,D,B+,A,2020
대교,B+,D,B+,A,2021
대교,B,D,B+,B+,2022
대교,B+,D,B+,A,2023
대교,B+,C,B+,B+,2024
대구백화점,B,D,B,B+,2020
대구백화점,B,D,B+,B+,2021
대구백화점,C,D,D,B+,2022
대구백화점,B,D,B+,B+,2023
대구백화점,C,D,C,B,2024
대덕,A,B+,A,A,2020
대덕,A,B+,A,A,2021
대덕,B+,B,A,B,2022
대덕,A,B+,A,A,2023
대덕,B+,A,A,B,2024
대덕전자,B+,B,A,B+,2022
대덕전자,A,A,A,B+,2024
대동,B,B,B,B,2020
대동,B+,B,B,B+,2021
대동,D,C,C,D,2022
대동,B+,B,B,B+,2023
대동,C,B,A,D,2024
대동전자,C,B,C,C,2020
